0: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
1: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
2: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
3: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
4: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
5: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
6: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
7: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
8: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
9: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
10: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
11: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
12: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
13: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
14: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
15: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
16: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
17: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
18: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
19: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
20: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
21: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
22: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
23: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
24: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
25: [[1, 4, 10], [6, 11, 9], [13, 7, 8], [3, 2, 5, 12]]
