0: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
1: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
2: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
3: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
4: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
5: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
6: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
7: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
8: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
9: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
10: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
11: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
12: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
13: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
14: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
15: [[1, 5, 3, 4], [13, 2, 10, 12, 7], [6, 8, 9, 11]]
16: [[1, 5, 3, 4], [13, 2, 10, 12], [7, 6, 8, 9, 11]]
17: [[1, 5, 3, 4], [13, 2, 10, 12], [7, 6, 8, 9, 11]]
18: [[1, 5, 3, 4], [13, 2, 10, 12], [7, 6, 8, 9, 11]]
19: [[1, 5, 3, 4], [13, 2, 10, 12], [7, 6, 8, 9, 11]]
20: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
21: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
22: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
23: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
24: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
25: [[1, 5, 3, 4, 13], [2, 10, 12, 7], [6, 8, 9, 11]]
