0: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
1: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
2: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
3: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
4: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
5: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
6: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
7: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
8: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
9: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
10: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
11: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
12: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
13: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
14: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
15: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
16: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
17: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
18: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
19: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
20: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
21: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
22: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
23: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
24: [[5, 10, 1, 2, 3], [9, 6, 4, 8], [7, 12, 11, 13]]
25: [[5, 10, 1, 2], [3, 9, 6, 4, 8], [7, 12, 11, 13]]
