No_gen, Best, MQ, No_clus, max_clus, min_clus
60,1.3099295040468024,1.3737373737373737,4,6,2
61,1.3099295040468024,1.3737373737373737,4,6,2
62,1.3099295040468024,1.3737373737373737,4,6,2
63,1.3099295040468024,1.3737373737373737,4,6,2
64,1.3099295040468024,1.3737373737373737,4,6,2
65,1.3099295040468024,1.3737373737373737,4,6,2
66,1.3099295040468024,1.3737373737373737,4,6,2
67,1.3099295040468024,1.3737373737373737,4,6,2
68,1.3099295040468024,1.3737373737373737,4,6,2
69,1.3099295040468024,1.3737373737373737,4,6,2
70,1.3099295040468024,1.3737373737373737,4,6,2
71,1.3099295040468024,1.3737373737373737,4,6,2
72,1.3099295040468024,1.3737373737373737,4,6,2
73,1.3099295040468024,1.3737373737373737,4,6,2
74,1.3099295040468024,1.3737373737373737,4,6,2
75,1.3099295040468024,1.3737373737373737,4,6,2
76,1.3099295040468024,1.3737373737373737,4,6,2
77,1.3099295040468024,1.3737373737373737,4,6,2
78,1.3099295040468024,1.3737373737373737,4,6,2
79,1.3099295040468024,1.3737373737373737,4,6,2
80,1.3099295040468024,1.3737373737373737,4,6,2
81,1.3099295040468024,1.3737373737373737,4,6,2
82,1.3099295040468024,1.3737373737373737,4,6,2
83,1.3099295040468024,1.3737373737373737,4,6,2
84,1.3099295040468024,1.3737373737373737,4,6,2
85,1.3099295040468024,1.3737373737373737,4,6,2
86,1.3099295040468024,1.3737373737373737,4,6,2
87,1.3099295040468024,1.3737373737373737,4,6,2
88,1.3099295040468024,1.3737373737373737,4,6,2
89,1.3099295040468024,1.3737373737373737,4,6,2
90,1.3099295040468024,1.3737373737373737,4,6,2
91,1.3099295040468024,1.3737373737373737,4,6,2
92,1.3099295040468024,1.3737373737373737,4,6,2
93,1.3099295040468024,1.3737373737373737,4,6,2
94,1.3099295040468024,1.3737373737373737,4,6,2
95,1.3099295040468024,1.3737373737373737,4,6,2
96,1.3099295040468024,1.3737373737373737,4,6,2
97,1.3099295040468024,1.3737373737373737,4,6,2
98,1.3099295040468024,1.3737373737373737,4,6,2
99,1.3099295040468024,1.3737373737373737,4,6,2
100,1.3099295040468024,1.3737373737373737,4,6,2
101,1.3099295040468024,1.3737373737373737,4,6,2
102,1.3099295040468024,1.3737373737373737,4,6,2
103,1.3099295040468024,1.3737373737373737,4,6,2
104,1.3099295040468024,1.3737373737373737,4,6,2
105,1.3099295040468024,1.3737373737373737,4,6,2
106,1.3099295040468024,1.3737373737373737,4,6,2
107,1.3099295040468024,1.3737373737373737,4,6,2
108,1.3099295040468024,1.3737373737373737,4,6,2
109,1.3099295040468024,1.3737373737373737,4,6,2
110,1.3099295040468024,1.3737373737373737,4,6,2
111,1.3099295040468024,1.3737373737373737,4,6,2
112,1.3099295040468024,1.3737373737373737,4,6,2
113,1.3099295040468024,1.3737373737373737,4,6,2
114,1.3099295040468024,1.3737373737373737,4,6,2
115,1.3099295040468024,1.3737373737373737,4,6,2
116,1.3099295040468024,1.3737373737373737,4,6,2
117,1.3099295040468024,1.3737373737373737,4,6,2
118,1.3099295040468024,1.3737373737373737,4,6,2
119,1.3099295040468024,1.3737373737373737,4,6,2
120,1.3099295040468024,1.3737373737373737,4,6,2
121,1.3099295040468024,1.3737373737373737,4,6,2
122,1.3099295040468024,1.3737373737373737,4,6,2
123,1.3099295040468024,1.3737373737373737,4,6,2
124,1.3099295040468024,1.3737373737373737,4,6,2
125,1.3099295040468024,1.3737373737373737,4,6,2
126,1.3099295040468024,1.3737373737373737,4,6,2
127,1.3099295040468024,1.3737373737373737,4,6,2
128,1.3099295040468024,1.3737373737373737,4,6,2
129,1.3099295040468024,1.3737373737373737,4,6,2
130,1.3099295040468024,1.3737373737373737,4,6,2
131,1.3099295040468024,1.3737373737373737,4,6,2
132,1.3099295040468024,1.3737373737373737,4,6,2
133,1.3099295040468024,1.3737373737373737,4,6,2
134,1.3099295040468024,1.3737373737373737,4,6,2
135,1.3099295040468024,1.3737373737373737,4,6,2
136,1.3099295040468024,1.3737373737373737,4,6,2
137,1.3099295040468024,1.3737373737373737,4,6,2
138,1.3099295040468024,1.3737373737373737,4,6,2
139,1.3099295040468024,1.3737373737373737,4,6,2
140,1.3099295040468024,1.3737373737373737,4,6,2
141,1.3099295040468024,1.3737373737373737,4,6,2
142,1.3099295040468024,1.3737373737373737,4,6,2
143,1.3099295040468024,1.3737373737373737,4,6,2
144,1.3099295040468024,1.3737373737373737,4,6,2
145,1.3099295040468024,1.3737373737373737,4,6,2
146,1.3099295040468024,1.3737373737373737,4,6,2
147,1.3099295040468024,1.3737373737373737,4,6,2
148,1.3099295040468024,1.3737373737373737,4,6,2
149,1.3099295040468024,1.3737373737373737,4,6,2
150,1.3099295040468024,1.3737373737373737,4,6,2
151,1.3099295040468024,1.3737373737373737,4,6,2
152,1.3099295040468024,1.3737373737373737,4,6,2
153,1.3099295040468024,1.3737373737373737,4,6,2
154,1.3099295040468024,1.3737373737373737,4,6,2
155,1.3099295040468024,1.3737373737373737,4,6,2
156,1.3099295040468024,1.3737373737373737,4,6,2
157,1.3099295040468024,1.3737373737373737,4,6,2
158,1.3099295040468024,1.3737373737373737,4,6,2
159,1.3099295040468024,1.3737373737373737,4,6,2
160,1.3099295040468024,1.3737373737373737,4,6,2
161,1.3099295040468024,1.3737373737373737,4,6,2
162,1.3099295040468024,1.3737373737373737,4,6,2
163,1.3099295040468024,1.3737373737373737,4,6,2
164,1.3099295040468024,1.3737373737373737,4,6,2
165,1.3099295040468024,1.3737373737373737,4,6,2
166,1.3099295040468024,1.3737373737373737,4,6,2
167,1.3099295040468024,1.3737373737373737,4,6,2
168,1.3099295040468024,1.3737373737373737,4,6,2
169,1.3099295040468024,1.3737373737373737,4,6,2
170,1.3099295040468024,1.3737373737373737,4,6,2
171,1.3099295040468024,1.3737373737373737,4,6,2
172,1.3099295040468024,1.3737373737373737,4,6,2
173,1.3099295040468024,1.3737373737373737,4,6,2
174,1.3099295040468024,1.3737373737373737,4,6,2
175,1.3099295040468024,1.3737373737373737,4,6,2
176,1.3099295040468024,1.3737373737373737,4,6,2
177,1.3099295040468024,1.3737373737373737,4,6,2
178,1.3099295040468024,1.3737373737373737,4,6,2
179,1.3099295040468024,1.3737373737373737,4,6,2
180,1.3099295040468024,1.3737373737373737,4,6,2
181,1.3099295040468024,1.3737373737373737,4,6,2
182,1.3099295040468024,1.3737373737373737,4,6,2
183,1.3099295040468024,1.3737373737373737,4,6,2
184,1.3099295040468024,1.3737373737373737,4,6,2
185,1.3099295040468024,1.3737373737373737,4,6,2
186,1.3099295040468024,1.3737373737373737,4,6,2
187,1.3099295040468024,1.3737373737373737,4,6,2
188,1.3099295040468024,1.3737373737373737,4,6,2
189,1.3099295040468024,1.3737373737373737,4,6,2
190,1.3099295040468024,1.3737373737373737,4,6,2
191,1.3099295040468024,1.3737373737373737,4,6,2
192,1.3099295040468024,1.3737373737373737,4,6,2
193,1.3099295040468024,1.3737373737373737,4,6,2
194,1.3099295040468024,1.3737373737373737,4,6,2
195,1.3099295040468024,1.3737373737373737,4,6,2
196,1.3099295040468024,1.3737373737373737,4,6,2
197,1.3099295040468024,1.3737373737373737,4,6,2
198,1.3099295040468024,1.3737373737373737,4,6,2
199,1.3099295040468024,1.3737373737373737,4,6,2
200,1.3099295040468024,1.3737373737373737,4,6,2
201,1.3099295040468024,1.3737373737373737,4,6,2
202,1.3099295040468024,1.3737373737373737,4,6,2
203,1.3099295040468024,1.3737373737373737,4,6,2
204,1.3099295040468024,1.3737373737373737,4,6,2
205,1.3099295040468024,1.3737373737373737,4,6,2
206,1.3099295040468024,1.3737373737373737,4,6,2
207,1.3099295040468024,1.3737373737373737,4,6,2
208,1.3099295040468024,1.3737373737373737,4,6,2
209,1.3099295040468024,1.3737373737373737,4,6,2
210,1.3099295040468024,1.3737373737373737,4,6,2
211,1.3099295040468024,1.3737373737373737,4,6,2
212,1.3099295040468024,1.3737373737373737,4,6,2
213,1.3099295040468024,1.3737373737373737,4,6,2
214,1.3099295040468024,1.3737373737373737,4,6,2
215,1.3099295040468024,1.3737373737373737,4,6,2
216,1.3099295040468024,1.3737373737373737,4,6,2
217,1.3099295040468024,1.3737373737373737,4,6,2
218,1.3099295040468024,1.3737373737373737,4,6,2
219,1.3099295040468024,1.3737373737373737,4,6,2
220,1.3099295040468024,1.3737373737373737,4,6,2
221,1.3099295040468024,1.3737373737373737,4,6,2
222,1.3099295040468024,1.3737373737373737,4,6,2
223,1.3099295040468024,1.3737373737373737,4,6,2
224,1.3099295040468024,1.3737373737373737,4,6,2
225,1.3099295040468024,1.3737373737373737,4,6,2
226,1.3099295040468024,1.3737373737373737,4,6,2
227,1.3099295040468024,1.3737373737373737,4,6,2
228,1.3099295040468024,1.3737373737373737,4,6,2
229,1.3099295040468024,1.3737373737373737,4,6,2
230,1.3099295040468024,1.3737373737373737,4,6,2
231,1.3099295040468024,1.3737373737373737,4,6,2
232,1.3099295040468024,1.3737373737373737,4,6,2
233,1.3099295040468024,1.3737373737373737,4,6,2
234,1.3099295040468024,1.3737373737373737,4,6,2
235,1.3099295040468024,1.3737373737373737,4,6,2
236,1.3099295040468024,1.3737373737373737,4,6,2
237,1.3099295040468024,1.3737373737373737,4,6,2
238,1.3099295040468024,1.3737373737373737,4,6,2
239,1.3099295040468024,1.3737373737373737,4,6,2
240,1.3099295040468024,1.3737373737373737,4,6,2
241,1.3099295040468024,1.3737373737373737,4,6,2
242,1.3099295040468024,1.3737373737373737,4,6,2
243,1.3099295040468024,1.3737373737373737,4,6,2
244,1.3099295040468024,1.3737373737373737,4,6,2
245,1.3099295040468024,1.3737373737373737,4,6,2
246,1.3099295040468024,1.3737373737373737,4,6,2
247,1.3099295040468024,1.3737373737373737,4,6,2
248,1.3099295040468024,1.3737373737373737,4,6,2
249,1.3099295040468024,1.3737373737373737,4,6,2
250,1.3099295040468024,1.3737373737373737,4,6,2
251,1.3099295040468024,1.3737373737373737,4,6,2
252,1.3099295040468024,1.3737373737373737,4,6,2
253,1.3099295040468024,1.3737373737373737,4,6,2
254,1.3099295040468024,1.3737373737373737,4,6,2
255,1.3099295040468024,1.3737373737373737,4,6,2
256,1.3099295040468024,1.3737373737373737,4,6,2
257,1.3099295040468024,1.3737373737373737,4,6,2
258,1.3099295040468024,1.3737373737373737,4,6,2
259,1.3099295040468024,1.3737373737373737,4,6,2
260,1.3099295040468024,1.3737373737373737,4,6,2
261,1.3099295040468024,1.3737373737373737,4,6,2
262,1.3099295040468024,1.3737373737373737,4,6,2
263,1.3099295040468024,1.3737373737373737,4,6,2
264,1.3099295040468024,1.3737373737373737,4,6,2
265,1.3099295040468024,1.3737373737373737,4,6,2
266,1.3099295040468024,1.3737373737373737,4,6,2
267,1.3099295040468024,1.3737373737373737,4,6,2
268,1.3099295040468024,1.3737373737373737,4,6,2
269,1.3099295040468024,1.3737373737373737,4,6,2
270,1.3099295040468024,1.3737373737373737,4,6,2
271,1.3099295040468024,1.3737373737373737,4,6,2
272,1.3099295040468024,1.3737373737373737,4,6,2
273,1.3099295040468024,1.3737373737373737,4,6,2
274,1.3099295040468024,1.3737373737373737,4,6,2
275,1.3099295040468024,1.3737373737373737,4,6,2
276,1.3099295040468024,1.3737373737373737,4,6,2
277,1.3099295040468024,1.3737373737373737,4,6,2
278,1.3099295040468024,1.3737373737373737,4,6,2
279,1.3099295040468024,1.3737373737373737,4,6,2
280,1.3099295040468024,1.3737373737373737,4,6,2
281,1.3099295040468024,1.3737373737373737,4,6,2
282,1.3099295040468024,1.3737373737373737,4,6,2
283,1.3099295040468024,1.3737373737373737,4,6,2
284,1.3099295040468024,1.3737373737373737,4,6,2
285,1.3099295040468024,1.3737373737373737,4,6,2
286,1.3099295040468024,1.3737373737373737,4,6,2
287,1.3099295040468024,1.3737373737373737,4,6,2
288,1.3099295040468024,1.3737373737373737,4,6,2
289,1.3099295040468024,1.3737373737373737,4,6,2
290,1.3099295040468024,1.3737373737373737,4,6,2
291,1.3099295040468024,1.3737373737373737,4,6,2
292,1.3099295040468024,1.3737373737373737,4,6,2
293,1.3099295040468024,1.3737373737373737,4,6,2
294,1.3099295040468024,1.3737373737373737,4,6,2
295,1.3099295040468024,1.3737373737373737,4,6,2
296,1.3099295040468024,1.3737373737373737,4,6,2
297,1.3099295040468024,1.3737373737373737,4,6,2
298,1.3099295040468024,1.3737373737373737,4,6,2
299,1.3099295040468024,1.3737373737373737,4,6,2
300,1.3099295040468024,1.3737373737373737,4,6,2
301,1.3099295040468024,1.3737373737373737,4,6,2
302,1.3099295040468024,1.3737373737373737,4,6,2
303,1.3099295040468024,1.3737373737373737,4,6,2
304,1.3099295040468024,1.3737373737373737,4,6,2
305,1.3099295040468024,1.3737373737373737,4,6,2
306,1.3099295040468024,1.3737373737373737,4,6,2
307,1.3099295040468024,1.3737373737373737,4,6,2
308,1.3099295040468024,1.3737373737373737,4,6,2
309,1.3099295040468024,1.3737373737373737,4,6,2
310,1.3099295040468024,1.3737373737373737,4,6,2
311,1.3099295040468024,1.3737373737373737,4,6,2
312,1.3099295040468024,1.3737373737373737,4,6,2
313,1.3099295040468024,1.3737373737373737,4,6,2
314,1.3099295040468024,1.3737373737373737,4,6,2
315,1.3099295040468024,1.3737373737373737,4,6,2
316,1.3099295040468024,1.3737373737373737,4,6,2
317,1.3099295040468024,1.3737373737373737,4,6,2
318,1.3099295040468024,1.3737373737373737,4,6,2
319,1.3099295040468024,1.3737373737373737,4,6,2
320,1.3099295040468024,1.3737373737373737,4,6,2
321,1.3099295040468024,1.3737373737373737,4,6,2
322,1.3099295040468024,1.3737373737373737,4,6,2
323,1.3099295040468024,1.3737373737373737,4,6,2
324,1.3099295040468024,1.3737373737373737,4,6,2
325,1.3099295040468024,1.3737373737373737,4,6,2
326,1.3099295040468024,1.3737373737373737,4,6,2
327,1.3099295040468024,1.3737373737373737,4,6,2
328,1.3099295040468024,1.3737373737373737,4,6,2
329,1.3099295040468024,1.3737373737373737,4,6,2
330,1.3099295040468024,1.3737373737373737,4,6,2
331,1.3099295040468024,1.3737373737373737,4,6,2
332,1.3099295040468024,1.3737373737373737,4,6,2
333,1.3099295040468024,1.3737373737373737,4,6,2
334,1.3099295040468024,1.3737373737373737,4,6,2
335,1.3099295040468024,1.3737373737373737,4,6,2
336,1.3099295040468024,1.3737373737373737,4,6,2
337,1.3099295040468024,1.3737373737373737,4,6,2
338,1.3099295040468024,1.3737373737373737,4,6,2
339,1.3099295040468024,1.3737373737373737,4,6,2
340,1.3099295040468024,1.3737373737373737,4,6,2
341,1.3099295040468024,1.3737373737373737,4,6,2
342,1.3099295040468024,1.3737373737373737,4,6,2
343,1.3099295040468024,1.3737373737373737,4,6,2
344,1.3099295040468024,1.3737373737373737,4,6,2
345,1.3099295040468024,1.3737373737373737,4,6,2
346,1.3099295040468024,1.3737373737373737,4,6,2
347,1.3099295040468024,1.3737373737373737,4,6,2
348,1.3099295040468024,1.3737373737373737,4,6,2
349,1.3099295040468024,1.3737373737373737,4,6,2
350,1.3099295040468024,1.3737373737373737,4,6,2
351,1.3099295040468024,1.3737373737373737,4,6,2
352,1.3099295040468024,1.3737373737373737,4,6,2
353,1.3099295040468024,1.3737373737373737,4,6,2
354,1.3099295040468024,1.3737373737373737,4,6,2
355,1.3099295040468024,1.3737373737373737,4,6,2
356,1.3099295040468024,1.3737373737373737,4,6,2
357,1.3099295040468024,1.3737373737373737,4,6,2
358,1.3099295040468024,1.3737373737373737,4,6,2
359,1.3099295040468024,1.3737373737373737,4,6,2
360,1.3099295040468024,1.3737373737373737,4,6,2
361,1.3099295040468024,1.3737373737373737,4,6,2
362,1.3099295040468024,1.3737373737373737,4,6,2
363,1.3099295040468024,1.3737373737373737,4,6,2
364,1.3099295040468024,1.3737373737373737,4,6,2
365,1.3099295040468024,1.3737373737373737,4,6,2
366,1.3099295040468024,1.3737373737373737,4,6,2
367,1.3099295040468024,1.3737373737373737,4,6,2
368,1.3099295040468024,1.3737373737373737,4,6,2
369,1.3099295040468024,1.3737373737373737,4,6,2
370,1.3099295040468024,1.3737373737373737,4,6,2
371,1.3099295040468024,1.3737373737373737,4,6,2
372,1.3099295040468024,1.3737373737373737,4,6,2
373,1.3099295040468024,1.3737373737373737,4,6,2
374,1.3099295040468024,1.3737373737373737,4,6,2
375,1.3099295040468024,1.3737373737373737,4,6,2
376,1.3099295040468024,1.3737373737373737,4,6,2
377,1.3099295040468024,1.3737373737373737,4,6,2
378,1.3099295040468024,1.3737373737373737,4,6,2
379,1.3099295040468024,1.3737373737373737,4,6,2
380,1.3099295040468024,1.3737373737373737,4,6,2
381,1.3099295040468024,1.3737373737373737,4,6,2
382,1.3099295040468024,1.3737373737373737,4,6,2
383,1.3099295040468024,1.3737373737373737,4,6,2
384,1.3099295040468024,1.3737373737373737,4,6,2
385,1.3099295040468024,1.3737373737373737,4,6,2
386,1.3099295040468024,1.3737373737373737,4,6,2
387,1.3099295040468024,1.3737373737373737,4,6,2
388,1.3099295040468024,1.3737373737373737,4,6,2
389,1.3099295040468024,1.3737373737373737,4,6,2
390,1.3099295040468024,1.3737373737373737,4,6,2
enhanced,1.3099295040468024,1.3737373737373737,4,6,2
