0: [[12, 13, 7, 2], [1, 3, 5], [4, 10], [9, 11, 8, 6]]
1: [[12, 13, 7, 2], [1, 3, 5], [4, 10], [9, 11, 8, 6]]
2: [[12, 13, 2, 7], [3, 5, 1], [6, 4, 10, 9], [11, 8]]
3: [[12, 13, 7], [1, 3, 5, 2], [6, 4, 10, 9], [11, 8]]
4: [[12, 13, 7], [1, 2], [3, 5], [6, 4, 10, 9], [11, 8]]
5: [[12, 13, 7, 2], [1, 3], [5, 4, 10], [9, 11, 8, 6]]
6: [[12, 13, 7], [1, 3, 5, 2], [6, 4, 9], [10, 11, 8]]
7: [[12, 13, 7], [1, 3, 5, 2], [6, 4, 9], [10, 11, 8]]
8: [[12, 13, 7, 2], [1, 3, 5, 6], [4, 10, 9], [11, 8]]
9: [[12, 13, 7], [1, 3, 5, 6, 2], [4, 10], [9, 11], [8]]
10: [[12, 13, 7, 2], [1, 3, 5], [6, 4, 10], [9, 11], [8]]
11: [[12, 13, 7], [1, 3, 5, 2], [6, 4, 10], [9, 11], [8]]
12: [[12, 13, 7], [1, 3, 5, 2], [6, 4, 10], [9, 11], [8]]
13: [[12, 13, 7], [1, 3, 2], [5, 6, 4, 10, 9], [11, 8]]
14: [[12, 13, 7, 2], [1], [5, 6, 3], [4, 10], [9, 11, 8]]
15: [[12, 13, 7, 2], [1, 3, 5, 6], [4, 10, 9, 11, 8]]
16: [[12, 13, 7, 2], [1], [5, 6, 3], [4, 10], [9, 11], [8]]
17: [[12, 13, 7], [1, 3, 2], [5, 6], [4, 10, 9], [11, 8]]
18: [[12, 13, 7, 2], [1, 3, 5, 6, 4], [10, 9], [11, 8]]
19: [[12, 13, 7], [2, 1], [3, 5, 6, 4, 10, 9, 11, 8]]
20: [[12, 13, 7], [1, 3, 2], [5, 6, 4, 10], [9, 11], [8]]
21: [[12, 13, 7, 2, 1], [3, 5, 6, 4], [10, 9, 11, 8]]
22: [[12, 13, 7, 2], [1], [3, 5, 6, 4, 10, 9, 11, 8]]
23: [[12, 13, 7], [1, 3, 2], [5, 6, 4], [10, 9], [11, 8]]
24: [[12, 13], [7, 2, 1, 3, 5, 6, 4, 10, 9], [11, 8]]
25: [[12, 13, 7, 2], [1], [5, 6, 3], [4], [10, 9, 11, 8]]
26: [[12, 13], [7, 2, 1, 3, 5, 6], [4, 10, 9, 11, 8]]
27: [[12, 13], [7, 2, 1], [3, 5, 6, 4, 10, 9, 11, 8]]
