0: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
1: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
2: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
3: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
4: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
5: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
6: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
7: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
8: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
9: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
10: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
11: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
12: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
13: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
14: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
15: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
16: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
17: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
18: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
19: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
20: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
21: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
22: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
23: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
24: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
25: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
26: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
27: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
28: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
29: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
30: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
31: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
32: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
33: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
34: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
35: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
36: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
37: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
38: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
39: [[2, 10, 5, 7], [1, 3, 4, 8], [9, 13, 11, 12], [6, 14, 15, 16], [17, 18, 19, 20]]
