0: [[13, 14, 4, 6], [1, 3, 11], [2, 10, 7, 5, 8, 9], [12, 16, 15], [18, 17, 19, 20]]
1: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7, 5, 8], [12, 16, 15], [18, 17, 19, 20]]
2: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
3: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5, 8], [12, 16, 15, 18], [17, 19, 20]]
4: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5, 8], [12, 16, 15, 18], [17, 19, 20]]
5: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5, 8], [12, 16, 15, 18], [17, 19, 20]]
6: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7, 5, 8], [12, 16], [15, 18, 17, 19, 20]]
7: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
8: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
9: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
10: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
11: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
12: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
13: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
14: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
15: [[13, 14, 4, 6], [1, 3, 11, 9, 2], [10, 7, 5, 8], [12, 16, 15], [18, 17, 19, 20]]
16: [[13, 14, 4, 6], [1, 3, 11, 9, 2], [10, 7, 5, 8], [12, 16, 15], [18, 17, 19, 20]]
17: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7, 5, 8], [12, 16, 15], [18, 17, 19, 20]]
18: [[13, 14, 1, 4, 6], [3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
19: [[13, 14, 1, 4, 6], [3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
20: [[13, 14, 1, 4, 6], [3, 11, 9], [2, 10, 7, 5, 8, 12], [16, 15], [18, 17, 19, 20]]
21: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
22: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
23: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
24: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
25: [[13, 14, 1, 4, 6], [3, 11, 9, 2], [10, 7, 5, 8], [12, 16, 15], [18, 17, 19, 20]]
26: [[13, 14, 4, 6], [1, 3, 11, 9, 2], [10, 7, 5, 8], [12, 16], [15, 18, 17, 19, 20]]
27: [[13, 14, 4, 6], [1, 3, 11, 9, 2], [10, 7, 5], [8, 12], [16, 15, 18, 17, 19, 20]]
28: [[13, 4, 6], [14, 1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
29: [[13, 14, 1, 4, 6], [3, 11, 9], [2, 10, 7, 5], [8, 12, 16], [15, 18, 17, 19, 20]]
30: [[13, 14, 4, 6], [1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16], [15, 18, 17, 19, 20]]
31: [[13, 14, 4, 6], [1, 3, 11, 9], [2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
32: [[13, 4, 6], [14, 1, 3, 11, 9], [2, 10, 7, 5, 8, 12], [16, 15], [18, 17, 19, 20]]
33: [[13, 14, 4, 6], [1, 3], [11, 9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
34: [[13, 14, 1, 4, 6], [3, 11, 9, 2], [10, 7, 5], [8, 12, 16, 15], [18, 17, 19, 20]]
35: [[13, 4, 6], [14, 1, 3, 11, 9], [2, 10, 7, 5], [8, 12, 16, 15, 18], [17, 19, 20]]
36: [[13, 14, 1, 3, 11, 4, 6], [9, 2], [10, 7, 5], [8, 12, 16, 15, 18], [17, 19, 20]]
37: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
38: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
39: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
40: [[13, 4, 6], [14, 1, 3, 11], [9, 2, 10, 7], [5, 8, 12, 16, 15], [18, 17, 19, 20]]
41: [[13, 4], [14, 1, 3, 11, 9, 2, 6], [10, 7], [5, 8, 12, 16], [15, 18, 17, 19, 20]]
