0: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
1: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
2: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
3: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
4: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
5: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
6: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
7: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
8: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
9: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
10: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
11: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
12: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
13: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
14: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
15: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
16: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
17: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
18: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
19: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
20: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
21: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
22: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
23: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
24: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
25: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
26: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
27: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
28: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
29: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
30: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
31: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
32: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
33: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
34: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
35: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
36: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
37: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
38: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
39: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
40: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
41: [[3, 8, 6, 1, 4, 11, 14], [5, 2, 10, 7, 9, 13], [15, 12, 16, 19, 17, 18, 20]]
