0: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
1: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
2: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
3: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
4: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
5: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
6: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
7: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
8: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
9: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
10: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18, 20]]
11: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16], [17, 19, 18, 20]]
12: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16], [17, 19, 18, 20]]
13: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14], [15, 16, 17], [19, 18, 20]]
14: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15], [16, 17, 19, 18, 20]]
15: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15], [16, 17, 19, 18, 20]]
16: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12], [6, 14, 15, 16], [17, 19, 18], [20]]
17: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6], [14, 15, 16], [17, 19, 18, 20]]
18: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16, 17], [19, 18, 20]]
19: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6, 14, 15], [16, 17, 19, 18, 20]]
20: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16, 17, 19, 18, 20]]
21: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16, 17, 19, 18, 20]]
22: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13, 12, 6], [14, 15, 16, 17, 19, 18, 20]]
23: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6, 14], [15, 16, 17, 19, 18, 20]]
24: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6, 14], [15, 16, 17, 19, 18, 20]]
25: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6, 14], [15, 16, 17, 19, 18, 20]]
26: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13], [12, 6, 14], [15, 16, 17], [19, 18, 20]]
27: [[11, 4, 3], [1, 2, 8], [7, 5, 10], [9, 13], [12, 6, 14], [15, 16, 17], [19, 18, 20]]
28: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6], [14, 15, 16, 17], [19, 18, 20]]
29: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6], [14, 15, 16, 17], [19, 18, 20]]
30: [[11, 4, 3], [1, 2, 8], [7, 5], [10, 9, 13, 12, 6, 14], [15, 16, 17, 19, 18, 20]]
31: [[11, 4, 3], [1, 2, 8], [7, 5, 10, 9], [13, 12, 6, 14, 15, 16, 17, 19, 18, 20]]
32: [[11, 4, 3, 1, 2, 8], [7, 5, 10, 9, 13, 12, 6], [14, 15, 16, 17, 19, 18, 20]]
33: [[11, 4, 3], [1, 2, 8, 7], [5, 10, 9, 13], [12, 6, 14, 15, 16, 17, 19, 18, 20]]
34: [[11, 4, 3, 1, 2, 8, 7], [5, 10, 9, 13, 12, 6, 14], [15, 16, 17, 19, 18, 20]]
35: [[11, 4, 3, 1], [2, 8, 7, 5], [10, 9, 13], [12, 6, 14, 15], [16, 17, 19], [18, 20]]
36: [[11, 4, 3], [1, 2, 8], [7, 5], [10, 9, 13, 12, 6, 14, 15, 16, 17, 19, 18, 20]]
37: [[11, 4], [3, 1, 2], [8, 7, 5], [10, 9, 13], [12, 6, 14], [15, 16, 17], [19, 18, 20]]
38: [[11, 4], [3, 1, 2], [8, 7, 5], [10, 9, 13], [12, 6, 14], [15, 16, 17], [19, 18, 20]]
39: [[11, 4], [3, 1, 2], [8, 7, 5], [10, 9, 13], [12, 6], [14, 15, 16, 17], [19, 18, 20]]
