0: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
1: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
2: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
3: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
4: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
5: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
6: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
7: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
8: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
9: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
10: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
11: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
12: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
13: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
14: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
15: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
16: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
17: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
18: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
19: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
20: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
21: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
22: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
23: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
24: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
25: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
26: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
27: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
28: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
29: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
30: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
31: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
32: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
33: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
34: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
35: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
36: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
37: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
38: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
39: [[8, 11, 6, 4, 3], [5, 1, 2, 7, 10], [9, 13, 14, 12, 15], [19, 16, 17, 20, 18]]
