0: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
1: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
2: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
3: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
4: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
5: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
6: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
7: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
8: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
9: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
10: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
11: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
12: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
13: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
14: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
15: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
16: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
17: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
18: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
19: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
20: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
21: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
22: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
23: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
24: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
25: [[3, 6, 4, 1], [10, 2, 5, 12, 13], [7, 8, 11, 9]]
