0: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
1: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
2: [[10, 5], [7, 1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
3: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
4: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
5: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
6: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
7: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
8: [[10, 5, 7], [1, 2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
9: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
10: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
11: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
12: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
13: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
14: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12, 15, 17, 19, 18, 16, 20]]
15: [[10, 5], [7, 1], [2, 6], [3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19, 18, 16, 20]]
16: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12, 15, 17, 19, 18, 16, 20]]
17: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14, 11, 9, 12], [15, 17, 19, 18, 16, 20]]
18: [[10, 5, 7], [1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17], [19, 18], [16, 20]]
19: [[10, 5, 7, 1, 2, 6], [3, 8, 13, 4, 14, 11, 9], [12, 15, 17, 19, 18, 16, 20]]
20: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
21: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
22: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
23: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19, 18], [16, 20]]
24: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
25: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
26: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
27: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
28: [[10, 5, 7], [1, 2, 6], [3, 8, 13, 4, 14, 11], [9, 12, 15, 17, 19, 18, 16, 20]]
29: [[10, 5, 7], [1, 2], [6, 3], [8, 13, 4], [14, 11, 9], [12, 15, 17], [19, 18, 16, 20]]
30: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11], [9, 12, 15], [17, 19, 18], [16, 20]]
31: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11, 9, 12, 15, 17, 19, 18, 16, 20]]
32: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11], [9, 12, 15], [17, 19], [18, 16, 20]]
33: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11], [9, 12, 15], [17, 19], [18, 16, 20]]
34: [[10, 5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11], [9, 12, 15, 17, 19, 18, 16], [20]]
35: [[10, 5, 7], [1, 2], [6, 3], [8, 13], [4, 14, 11], [9, 12, 15], [17, 19, 18], [16, 20]]
36: [[10, 5], [7, 1, 2], [6, 3, 8], [13, 4], [14, 11], [9, 12, 15], [17, 19, 18], [16, 20]]
37: [[10, 5], [7, 1], [2, 6], [3, 8, 13], [4, 14], [11, 9, 12], [15, 17, 19], [18, 16, 20]]
38: [[10, 5], [7, 1], [2, 6, 3, 8, 13], [4, 14, 11, 9, 12, 15, 17], [19, 18, 16, 20]]
39: [[10], [5, 7], [1, 2, 6], [3, 8, 13], [4, 14, 11, 9, 12, 15, 17, 19, 18, 16, 20]]
