0: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
1: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
2: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
3: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
4: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
5: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
6: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
7: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
8: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
9: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
10: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
11: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
12: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
13: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
14: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
15: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
16: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
17: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
18: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
19: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
20: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
21: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
22: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
23: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
24: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
25: [[12, 2, 10, 4], [7, 1, 13, 3, 5], [9, 6, 8, 11]]
