0: [[4, 3, 1], [5, 7, 8, 10, 2, 6], [9, 11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
1: [[4, 3, 1], [5, 7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
2: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
3: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
4: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
5: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
6: [[4, 3, 1], [5, 7, 8], [10, 2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
7: [[4, 3, 1], [5, 7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15, 16, 18], [17, 19, 20]]
8: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11], [13, 12], [14, 15, 16], [18, 17, 19, 20]]
9: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11], [13, 12], [14, 15, 16], [18, 17, 19, 20]]
10: [[4, 3, 1, 5], [7, 8], [10, 2, 6, 9], [11, 13, 12], [14, 15, 16], [18, 17, 19, 20]]
11: [[4, 3, 1], [5, 7, 8, 10], [2, 6, 9], [11, 13, 12, 14, 15, 16], [18, 17, 19, 20]]
12: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11, 13, 12], [14, 15, 16, 18], [17, 19, 20]]
13: [[4, 3, 1], [5, 7, 8, 10], [2, 6, 9], [11, 13, 12, 14, 15], [16, 18, 17, 19, 20]]
14: [[4, 3, 1], [5, 7], [8, 10], [2, 6, 9, 11], [13, 12, 14], [15, 16, 18], [17, 19, 20]]
15: [[4, 3], [1, 5, 7], [8, 10, 2], [6, 9, 11, 13, 12, 14], [15, 16, 18, 17, 19, 20]]
16: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12, 14], [15, 16, 18, 17, 19, 20]]
17: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11], [13, 12], [14, 15, 16, 18], [17, 19, 20]]
18: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12, 14], [15, 16, 18, 17, 19, 20]]
19: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11], [13, 12, 14], [15, 16], [18, 17, 19, 20]]
20: [[4, 3], [1, 5], [7, 8, 10, 2], [6, 9, 11], [13, 12], [14, 15, 16, 18], [17, 19, 20]]
21: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11], [13, 12], [14, 15, 16, 18, 17, 19, 20]]
22: [[4, 3], [1, 5], [7, 8, 10, 2], [6, 9, 11], [13, 12], [14, 15], [16, 18, 17, 19, 20]]
23: [[4, 3], [1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12, 14], [15, 16], [18, 17, 19, 20]]
24: [[4, 3, 1, 5], [7, 8], [10, 2, 6, 9], [11, 13, 12], [14, 15, 16, 18], [17, 19, 20]]
25: [[4, 3, 1], [5, 7, 8, 10, 2, 6], [9, 11], [13, 12, 14, 15], [16, 18, 17], [19, 20]]
26: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11, 13], [12, 14, 15, 16, 18, 17, 19, 20]]
27: [[4, 3, 1, 5], [7, 8, 10, 2, 6, 9, 11, 13], [12, 14, 15, 16, 18, 17, 19, 20]]
28: [[4, 3], [1, 5], [7, 8, 10], [2, 6, 9], [11, 13, 12], [14, 15], [16, 18], [17, 19, 20]]
29: [[4, 3, 1, 5], [7, 8, 10, 2, 6, 9, 11, 13], [12, 14, 15, 16, 18, 17, 19, 20]]
30: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9, 11], [13, 12, 14, 15, 16, 18, 17, 19, 20]]
31: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9], [11, 13], [12, 14], [15, 16], [18, 17, 19, 20]]
32: [[4, 3], [1, 5], [7, 8, 10], [2, 6, 9, 11], [13, 12, 14], [15, 16, 18, 17, 19, 20]]
33: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11, 13], [12, 14, 15], [16, 18], [17, 19, 20]]
34: [[4, 3, 1, 5], [7, 8, 10], [2, 6, 9, 11], [13, 12, 14, 15], [16, 18], [17, 19, 20]]
35: [[4, 3, 1, 5, 7, 8], [10, 2, 6, 9, 11, 13, 12], [14, 15, 16, 18, 17, 19, 20]]
36: [[4, 3, 1], [5, 7, 8], [10, 2, 6, 9], [11, 13, 12, 14, 15, 16, 18, 17], [19, 20]]
37: [[4, 3, 1], [5, 7, 8], [10, 2, 6, 9], [11, 13, 12, 14, 15], [16, 18, 17], [19, 20]]
38: [[4, 3, 1], [5, 7, 8], [10, 2, 6, 9], [11, 13, 12, 14, 15, 16, 18, 17, 19, 20]]
39: [[4, 3, 1], [5, 7, 8], [10, 2, 6], [9, 11, 13, 12, 14, 15, 16, 18, 17, 19, 20]]
