0: [[1, 10, 4, 3], [12, 7, 5, 13, 2], [6, 8, 9, 11]]
1: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
2: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
3: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
4: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
5: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
6: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
7: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
8: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
9: [[1, 10, 4, 3], [2, 12, 7, 5, 13], [6, 8, 9, 11]]
10: [[1, 10, 4], [3, 2, 12, 7, 5, 13], [6, 8, 9, 11]]
11: [[1, 10, 4, 3, 2], [12, 7, 5, 13], [6, 8, 9, 11]]
12: [[1, 10, 4, 3, 2], [12, 7, 5, 13], [6, 8, 9, 11]]
13: [[1, 10, 4, 3, 2], [12, 7, 5, 13], [6, 8, 9, 11]]
14: [[1, 10, 4, 3, 2], [12, 7, 5, 13], [6, 8, 9, 11]]
15: [[1, 10, 4], [3, 2, 12, 7, 5], [13, 6, 8, 9, 11]]
16: [[1, 10, 4, 3], [2, 12, 7, 5], [13, 6, 8, 9, 11]]
17: [[1, 10, 4, 3, 2, 12], [7, 5, 13], [6, 8, 9, 11]]
18: [[1, 10, 4], [3, 2, 12, 7, 5, 13, 6], [8, 9, 11]]
19: [[1, 10, 4, 3], [2, 12, 7, 5, 13, 6], [8, 9, 11]]
20: [[1, 10, 4, 3], [2, 12, 7, 5, 13, 6], [8, 9, 11]]
21: [[1, 10, 4, 3, 2], [12, 7, 5], [13, 6, 8, 9, 11]]
22: [[1, 10, 4, 3, 2], [12, 7, 5], [13, 6, 8, 9, 11]]
23: [[1, 10, 4, 3, 2], [12, 7, 5], [13, 6, 8, 9, 11]]
24: [[1, 10, 4, 3], [2, 12, 7], [5, 13, 6, 8, 9, 11]]
25: [[1, 10, 4, 3, 2, 12], [7, 5, 13, 6], [8, 9, 11]]
26: [[1, 10, 4, 3, 2, 12], [7, 5, 13, 6], [8, 9, 11]]
27: [[1, 10], [4, 3, 2, 12, 7, 5], [13, 6, 8, 9, 11]]
