0: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
1: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
2: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
3: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
4: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
5: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
6: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
7: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
8: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
9: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
10: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
11: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
12: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
13: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
14: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
15: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
16: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
17: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
18: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
19: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
20: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
21: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
22: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
23: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
24: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
25: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
26: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
27: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
28: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
29: [[1, 8, 10, 2, 13, 6], [9, 5, 7, 4, 14], [11, 3], [12, 17, 20, 18, 15, 16, 19]]
30: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
31: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
32: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
33: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
34: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
35: [[1, 8, 10, 2], [13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
36: [[1, 8, 10, 2, 13], [6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
37: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4, 14, 11], [3, 12], [17, 20, 18, 15, 16, 19]]
38: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
39: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
40: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
41: [[1, 8, 10], [2, 13, 6, 9, 5, 7, 4], [14, 11], [3, 12, 17, 20, 18, 15, 16, 19]]
