0: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
1: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
2: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
3: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
4: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
5: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
6: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
7: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
8: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
9: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
10: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11], [12, 7, 13]]
11: [[3, 5], [4, 8, 1, 10, 6, 2], [9, 11, 12, 7, 13]]
12: [[3, 5], [4, 8, 1, 10, 6, 2], [9, 11, 12, 7, 13]]
13: [[3, 5], [4, 8, 1, 10, 6, 2], [9, 11, 12, 7, 13]]
14: [[3, 5], [4, 8, 1, 10, 6], [2, 9, 11, 12, 7, 13]]
15: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
16: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
17: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
18: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
19: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
20: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
21: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
22: [[3, 5], [4, 8, 1, 10, 6, 2, 9], [11, 12, 7, 13]]
23: [[3, 5], [4, 8, 1, 10], [6, 2, 9, 11, 12, 7, 13]]
24: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11, 12], [7, 13]]
25: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11, 12], [7, 13]]
26: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11, 12], [7, 13]]
27: [[3, 5], [4, 8, 1, 10, 6, 2, 9, 11, 12], [7, 13]]
