,mq,No. Clus,Max clus,Min clus
0,1.945517804396292,7,4,3
1,1.945517804396292,7,4,3
2,1.945517804396292,7,4,3
3,1.945517804396292,7,4,3
4,1.945517804396292,7,4,3
5,1.945517804396292,7,4,3
6,1.945517804396292,7,4,3
7,1.945517804396292,7,4,3
8,1.945517804396292,7,4,3
9,1.945517804396292,7,4,3
10,1.945517804396292,7,4,3
11,1.945517804396292,7,4,3
12,1.945517804396292,7,4,3
13,1.945517804396292,7,4,3
14,1.945517804396292,7,4,3
15,1.945517804396292,7,4,3
16,1.945517804396292,7,4,3
17,1.945517804396292,7,4,3
18,1.945517804396292,7,4,3
19,1.945517804396292,7,4,3
20,1.945517804396292,7,4,3
21,1.945517804396292,7,4,3
22,1.945517804396292,7,4,3
23,1.945517804396292,7,4,3
24,1.945517804396292,7,4,3
25,1.945517804396292,7,4,3
26,1.945517804396292,7,4,3
27,1.945517804396292,7,4,3
28,1.945517804396292,7,4,3
29,1.945517804396292,7,4,3
30,1.945517804396292,7,4,3
31,1.945517804396292,7,4,3
32,1.945517804396292,7,4,3
33,1.945517804396292,7,4,3
34,1.945517804396292,7,4,3
35,1.945517804396292,7,4,3
36,1.945517804396292,7,4,3
37,1.945517804396292,7,4,3
38,1.945517804396292,7,4,3
39,1.945517804396292,7,4,3
40,1.945517804396292,7,4,3
41,1.945517804396292,7,4,3
42,1.945517804396292,7,4,3
43,1.945517804396292,7,4,3
44,1.945517804396292,7,4,3
45,1.8763990304499318,7,4,3
46,1.7951841538274813,7,4,3
47,1.6957419558914912,7,4,3
