0: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
1: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
2: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
3: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
4: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
5: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
6: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
7: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
8: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
9: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
10: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
11: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
12: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
13: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
14: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
15: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
16: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
17: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
18: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
19: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
20: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
21: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
22: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
23: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
24: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
25: [[3, 1, 5, 4, 10], [7, 13, 2, 12], [11, 6, 8, 9]]
